0.679296	0.934693
0.0534616	0.5297
0.383416	0.0668422
0.588977	0.930436
0.0919649	0.653919
0.651519	0.0726859
0.266145	0.0907329
0.277082	0.913817
0.159768	0.212752
0.71471	0.130427
0.0909903	0.274588
0.590109	0.955409
0.464031	0.961095
0.126031	0.199757
0.947487	0.410313
0.0710636	0.365339
0.253057	0.135109
0.679592	0.908922
0.250126	0.86086
0.951367	0.632739
0.869264	0.715642
0.463323	0.0651939
0.205262	0.83642
0.0810608	0.388823
0.828355	0.157731
0.233599	0.101637
0.0564407	0.598217
0.699834	0.117437
0.279293	0.0782632
0.460697	0.940163
0.546137	0.917848
0.246733	0.843975
0.495691	0.0799169
0.0668498	0.544023
0.0506026	0.477804
0.552862	0.954028
0.0825065	0.687414
0.496582	0.0536944
0.205341	0.171379
0.37252	0.939725
0.871884	0.758246
0.38906	0.935242
0.0830857	0.421579
0.0810055	0.459763
0.0638036	0.347492
0.825837	0.834338
0.153315	0.767065
0.0617314	0.519303
0.444519	0.0342431
0.523772	0.0316388
0.468075	0.931915
0.821334	0.155414
0.518773	0.022405
0.713695	0.0773243
0.589809	0.925503
0.929698	0.430446
0.919236	0.601638
0.0516167	0.522063
0.245142	0.107181
0.275353	0.858766
0.0556062	0.573183
0.162204	0.15958
0.308327	0.0601425
0.770046	0.170796
0.572442	0.0314038
0.861622	0.277198
0.52567	0.939871
0.749145	0.880784
0.710114	0.87906
0.359379	0.0898531
0.0964286	0.674693
0.878192	0.76936
0.908691	0.3624
0.859213	0.794278
0.428873	0.073511
0.833474	0.19808
0.129482	0.196307
0.849278	0.819527
0.0486975	0.458046
0.842044	0.231895
0.93411	0.589419
0.62783	0.944452
0.405786	0.0504816
0.748311	0.864172
0.967723	0.523072
0.917967	0.276668
0.941429	0.596723
0.126034	0.246974
0.162958	0.835997
0.574346	0.0322694
0.57643	0.0599598
0.953262	0.476952
0.857156	0.21741
0.903056	0.668904
0.243001	0.123444
0.201217	0.848695
0.834283	0.791982
0.533532	0.0731837
0.106043	0.266287
0.747969	0.114529
0.894964	0.654629
0.343425	0.94207
0.0806552	0.571891
0.776393	0.844201
0.281545	0.919119
0.15754	0.776418
0.261863	0.126031
0.0709501	0.458914
0.655206	0.0537268
0.41358	0.0318384
0.834369	0.238217
0.409766	0.933005
0.0224617	0.513499
0.0815947	0.362593
0.100809	0.299211
0.81328	0.797872
0.930652	0.467209
0.796585	0.199
0.1454	0.744075
0.92483	0.613926
0.376277	0.0866058
0.110807	0.325262
0.698705	0.127237
0.474984	0.059347
0.445107	0.917977
0.139185	0.283333
0.866139	0.198631
0.688042	0.920936
0.176306	0.178152
0.320824	0.0936437
0.843532	0.250356
0.92577	0.409058
0.602311	0.0376828
0.335103	0.0782141
0.101461	0.254563
0.757833	0.901996
0.85338	0.759697
0.503358	0.930975
0.898036	0.291166
0.053752	0.409958
0.163551	0.796038
0.545015	0.0730384
0.529665	0.0728548
0.132815	0.216246
0.729641	0.0825976
0.217063	0.172927
0.856503	0.245427
0.959515	0.568632
0.408225	0.0434072
0.574699	0.96922
0.200402	0.163937
0.793055	0.871827
0.160008	0.247026
0.891786	0.250655
0.780221	0.180408
0.119997	0.787707
0.633542	0.944811
0.430353	0.945963
0.896096	0.677832
0.258829	0.145993
0.690966	0.0737121
0.0504922	0.622814
0.109521	0.725235
0.140848	0.237746
0.80156	0.8223
0.60237	0.0386598
0.878878	0.310328
0.287851	0.906707
0.0303791	0.582117
0.0682637	0.307525
0.933097	0.563489
0.587793	0.032957
0.431431	0.0590458
0.0291272	0.540555
0.115948	0.732887
0.946474	0.3822
0.80051	0.179238
0.023474	0.527689
0.423101	0.0518739
0.735949	0.0991747
0.829046	0.782175
0.240964	0.878211
0.088676	0.376962
0.863762	0.250697
0.870751	0.714764
0.790158	0.185877
0.533529	0.0242924
0.191895	0.183057
0.86668	0.289279
0.918743	0.320744
0.443561	0.928788
0.603147	0.0842391
0.380316	0.962922
0.243357	0.0968659
0.931076	0.587647
0.57643	0.0646321
0.274655	0.134113
0.0446624	0.641672
0.78046	0.187079
0.232948	0.154378
0.413157	0.931294
0.770103	0.117474
0.383296	0.0511765
0.1648	0.793975
0.841865	0.223189
0.284531	0.110282
0.906449	0.687589
0.88286	0.235599
0.640094	0.054297
0.570175	0.936927
0.660614	0.938363
0.908568	0.302735
0.623197	0.0645333
0.961826	0.414182
0.15477	0.213207
0.0535769	0.467173
0.296776	0.910829
0.948445	0.516957
0.419649	0.0443746
0.958921	0.580275
0.0604292	0.634231
0.115234	0.739727
0.59933	0.931529
0.0482823	0.480752
0.915947	0.314811
0.277095	0.136822
0.155245	0.196651
0.953731	0.35863
0.240489	0.901834
0.0243665	0.527873
0.958849	0.367164
0.933215	0.549947
0.171463	0.771319
0.972064	0.485026
0.831783	0.784384
0.135349	0.812004
0.34635	0.101678
0.611468	0.936504
0.196891	0.151077
0.806936	0.16727
0.299106	0.0683144
0.317195	0.0913529
0.519423	0.947171
0.10765	0.281286
0.248698	0.861275
0.0697586	0.432824
0.444876	0.0281228
0.912572	0.602232
0.063574	0.487855
0.252032	0.900591
0.041205	0.532563
0.94046	0.314604
0.89657	0.645655
0.225867	0.153205
0.90851	0.334894
0.570475	0.965072
0.963741	0.591994
0.619807	0.0934018
0.208	0.849359
0.314041	0.0893411
0.398937	0.92974
